"LUCAS_ID","CONTAINER_ID","Longitude","Latitude","Country","LC_Survey_Code","LC_1","LC_2","LC_3","LC_4","LC_5","Elevation","AnnualPrecip","AnnualTemp","MonthlyPrecipSum","MonthlyMeanTemp","MUB.Xyl","MUB.Cel","MUB.Nag","MUB.Pho","Basal_respiration","Cmic","qO2","water.content","WSA","clay","silt","sand","pH","carbon","funcMaxed","meanFunction","z.MonthlyMeanTemp","z.Basal_respiration","z.clay","z.funcMaxed","z.Elevation","z.MUB.Xyl","z.Cmic","z.silt","z.meanFunction","z.AnnualPrecip","z.MUB.Cel","z.sand","z.Latitude","z.AnnualTemp","z.MUB.Nag","z.water.content","z.pH","z.MonthlyPrecipSum","z.MUB.Pho","z.WSA","z.carbon","z.pca.text"
28282190,524,2828000,2190000,"PORTUGAL","E10","Grassland with sparse tree/shrub cover","Grassland with sparse tree/shrub cover","Grassland","Grassland",0,657,1287,123,0,18.73966625,99.31,51.88,153.22,923.08,1.398137138,317.9418681,0.004397462,15.94202899,65,7,21,73,5.16,23.4,1,0.240898602497637,0.175136980936555,0.401977111538009,-1.12033864730269,0.555662845744016,0.952125406587519,0.453831145808257,-0.0976029455000799,-0.930995809920241,0.334076618930853,2.5619252282625,-0.0868606885873702,1.43524994410592,-0.785234990891465,0.407135601717107,0.327907948090466,0.387006220448052,-1.23558122403369,-1.26847579164181,1.1361073252896,0.175102483824788,-0.0713366045042776,2.06928804415093
33081892,101,3308000,1892000,"SPAIN","E30","Spontaneously re-vegetated surfaces","Spontaneously re-vegetated surfaces","Grassland","Grassland",0,748,385,145,23.80000035,13.68699969,79.78,33.91,46.42,77.57,0.47209385,358.417585,0.001317162,6.60690571,31.25,29,46,25,8.03,12.5,0,0.125925928437232,-0.812236755458513,-0.467575538606989,0.43467615820924,-0.96524937636976,1.22746703972614,0.185993208473937,0.0870823591509918,0.334410866070103,-0.821926271433878,-1.32822171130373,-0.525517722472774,-0.445978085319009,-1.25097437787678,1.0671004234425,-0.825292935147309,-0.68640492808892,1.18542043041358,-0.53334415227392,-0.888437881685942,-1.34103942882111,-0.344792787424468,-0.66865339851047
33181812,319,3318000,1812000,"SPAIN","B82","Vineyards","Other permanent crops","Cropland","Cropland",1,766,319,144,81.80000122,17.71366627,9.43,1.37,10.08,25.18,0,77.102842,0,7.671781187,13.04347826,18,24,58,8.46,3.9,0,0.0306843123405742,-0.0253602063929535,-0.910870645546585,-0.342831244546723,-0.96524937636976,1.2819302199074,-0.778799361493778,-1.19651934065715,-0.7791470088014,-1.77954149949146,-1.61286660932077,-1.31983602423299,0.84736618491063,-1.37600508579231,1.03710202245498,-1.21768357275837,-0.56395885270989,1.54814890128895,1.25815312066214,-1.01388397149381,-2.15892596788815,-0.560547206976178,1.21655595330432
33241828,322,3324000,1828000,"SPAIN","E30","Spontaneously re-vegetated surfaces","Spontaneously re-vegetated surfaces","Grassland","Grassland",0,911,372,134,84.20000125,17.57133294,41.76,34.36,68.58,150.51,0.61405672,285.1952322,0.00215311,6.118736564,36,23,25,52,8.33,8.5,0,0.128283682202821,-0.0531744684636435,-0.334272709862023,0.010581211251442,-0.96524937636976,1.72066139358982,-0.3354199188917,-0.247021483099577,-0.728530741761786,-0.798220028275984,-1.38428813061011,-0.514532988736078,0.612212681232514,-1.3509989442092,0.737118012579801,-0.58601454963655,-0.742537684772576,1.43848680544291,1.33228404211554,-0.713785509275449,-1.12765649296724,-0.445143680239217,0.861454578154622
33241858,23,3324000,1858000,"SPAIN","B12","Durum wheat","Cereals","Cropland","Cropland",1,691,398,147,11.40000017,15.51333299,49.77,19.44,35.1,58.32,0.321309168,207.19573,0.001550752,5.613685434,21.875,25,41,34,8.15,16.9,0,0.0811811891884237,-0.455341339362871,-0.609162029793102,0.151946193570708,-0.96524937636976,1.05500030248546,-0.225569336298361,-0.60292282172266,0.081329530872034,-1.27181619808778,-1.27215529199734,-0.878737938406096,-0.0932478298018345,-1.30411242874088,1.12709722541753,-0.94752359056165,-0.800611638084438,1.28664698042531,-0.916353913888716,-0.934531358089863,-1.76218996011163,-0.234406805328244,-0.150393380651372
33322870,588,3332000,2870000,"FRANCE","E20","Grassland without tree/shrub cover","Grassland without tree/shrub cover","Grassland","Grassland",0,231,1096,108,48.60000072,18.22666626,111.88,146.63,268.66,856.15,1.772943038,704.4931435,0.002516622,16.45736946,75.86206897,20,45,34,6.24,47.2,1,0.366454643047102,0.0748883872718004,0.753919043257923,-0.201466262227457,0.555662845744016,-0.336836524369087,0.626218389653235,1.66617903362799,0.283794599030489,1.59649090096866,1.73818014460713,2.22603602597256,-0.0932478298018345,0.277526026390472,-0.0428404130956573,1.57440148705085,0.446263306744429,-0.324542273928101,0.232675371264549,0.975845695382357,0.663056203038638,0.525751207743478,-0.100979988758286
33343208,813,3334000,3208000,"UK","B23","Other root crops","Root crops","Cropland","Cropland",1,11,1044,109,104.3000016,13.2569997,26.7,56.39,102.02,218.85,0.887403943,140.1543602,0.006331619,15.33239038,57.14285714,6,10,84,7.53,18.3,0,0.165058213831954,-0.89626579076777,-0.0776002570193798,-1.19102113846232,-0.96524937636976,-1.00249761547344,-0.541955471183296,-0.908823661881421,-1.48777474735599,-0.428467256997897,1.51391446738158,0.0232307539737412,1.86636470084913,0.805780767333553,-0.0128420121081397,-0.22493741915461,0.316906141324878,0.763643138698025,1.953130512338,-0.550147681875763,-0.177861771099433,-0.199283992843082,2.71557912170558
33362096,199,3336000,2096000,"SPAIN","E10","Grassland with sparse tree/shrub cover","Grassland with sparse tree/shrub cover","Grassland","Grassland",0,828,530,125,61.00000091,14.08166635,12.98,13.49,90.52,216.84,1.146018536,279.7855116,0.004096061,13.09993425,38.46153846,17,39,44,8.4,6.5,0,0.130256658230339,-0.735112431086955,0.165238288028549,-0.413513735706357,-0.96524937636976,1.46952561830954,-0.730114022142174,-0.271705317596111,-0.0199030032071935,-0.778382566817682,-0.702865495963257,-1.02398052892464,0.298674676328359,-0.932146072692203,0.467132403692142,-0.349111671563172,0.0602043039002195,1.49753562628309,0.615685133188223,-0.554960559152224,-1.01707748174366,-0.495319126646591,0.44007157365856
33363162,353,3336000,3162000,"UK","E20","Grassland without tree/shrub cover","Grassland without tree/shrub cover","Grassland","Grassland",0,262,1313,96,24.00000036,15.29599966,104.35,44.31,101.05,985.39,3.757279345,604.3492569,0.006217066,26.90389092,88.57142857,31,51,17,4.33,50.1,1,0.329784121589865,-0.497811828863228,2.61720655572115,0.576041140528507,0.555662845744016,-0.243038825168019,0.522950613507437,1.20923581872811,0.587492201268171,1.22778390913618,2.67405806687528,-0.271648320558016,-0.759516090223164,0.733888110282128,-0.402821224945869,-0.235411247401245,1.64747000345928,-1.93573152828151,-0.527166575254478,1.2853065208599,1.23399524814822,0.598505605034171,-1.09407917775655
28542144,76,2854000,2144000,"PORTUGAL","B74","Nuts trees","Permanent crops: fruit trees","Cropland","Cropland",1,652,829,129,59.50000089,13.91099969,119.54,60.84,272.42,1152.15,1.6859375,256.8100694,0.00656492,18.1003839,73.33333333,9,17,74,4.95,18.6,1,0.285082100131295,-0.768463489535242,0.672221030729171,-0.978973664983421,0.555662845744016,0.936996745426057,0.731269009211909,-0.376539199913341,-1.1334608780787,0.778323492271357,0.586662148083641,0.13185756536996,1.47444219471894,-0.85712764794289,0.587126007642213,1.61500106870791,0.635187433850679,-1.41272768655423,0.569353307241234,1.68460772216473,0.549458511488847,-0.191757675881976,2.14567423148915
33622266,440,3362000,2266000,"SPAIN","B13","Barley","Cereals","Cropland","Cropland",1,411,858,129,49.00000073,21.90166618,56.05,81.79,131.38,308.33,0,339.2695578,0,9.468822171,86.48648649,41,43,16,7.3,11.9,1,0.237600229488883,0.793043515692144,-0.910870645546585,1.28286605212484,0.555662845744016,0.207795277443564,-0.139444285276367,-0.000287538351651656,0.182562064951261,0.300912836642747,0.711733391151735,0.643257947111708,-0.798708340836183,-0.666455818371719,0.587126007642213,0.0920848461249887,-0.357323785475571,0.569625584508871,0.245030524994556,-0.335890836752498,1.14033397191335,-0.35984542134668,-1.21980951891917
33622846,553,3362000,2846000,"FRANCE","B16","Maize","Cereals","Cropland","Cropland",1,85,844,117,26.40000039,19.10799957,32.85,46.3,112.09,480.13,0.720173536,446.9877079,0.001611171,8.197809492,60,17,67,16,6.64,24.9,1,0.202478265424184,0.24711533970781,-0.234629248510409,-0.413513735706357,0.555662845744016,-0.778593430283792,-0.457613263574178,0.491216031969752,1.39735247390199,-0.0522240483247802,0.651354170360242,-0.223071386922404,-0.798708340836183,0.240016814015816,0.227145195792001,-0.116203965089025,-0.503472811969246,0.0128795594443408,-0.453035653801071,0.0754784747380792,-0.0495111328634928,-0.0337050196987468,-1.12112121127036
33762252,392,3376000,2252000,"SPAIN","B13","Barley","Cereals","Cropland","Cropland",1,493,836,126,48.50000072,21.57266618,38.29,34.46,84.01,122.43,0.824332713,275.6133526,0.002990903,19.66422872,68.42105263,37,45,17,7.93,17.3,1,0.177982338957443,0.728751531367341,-0.136824005957566,1.00013608748631,0.555662845744016,0.455905320491549,-0.383008123835381,-0.290742323361109,0.283794599030489,-0.298520501191806,0.616851758479388,-0.51209193679459,-0.759516090223164,-0.688336192256935,0.49713080467966,-0.419405096187497,0.815008140446618,1.10106497207047,0.229586582909267,-0.781022123167506,0.32878548464584,-0.224371716046769,-1.11875125466875
33762832,604,3376000,2832000,"FRANCE","B11","Common wheat","Cereals","Cropland","Cropland",1,141,954,114,30.70000046,19.17399957,35.71,35.48,80.18,465.96,1.576662144,285.3007689,0.005526316,14.04531823,65.625,16,52,33,5.87,21.3,1,0.197279627611171,0.260012819845916,0.569611707129886,-0.48419622686599,0.555662845744016,-0.609152425275412,-0.418390708490913,-0.246539933195482,0.638108468307785,-0.10449421066479,1.12576233372198,-0.487193206991412,-0.132440080414854,0.218136440130599,0.137149992829448,-0.460760521120087,0.168910495917456,-0.63665746979761,-0.320217752361791,0.0415488871721799,0.203179185910823,-0.124020823232021,-0.197995478258688
33902114,18,3390000,2114000,"SPAIN","B12","Durum wheat","Cereals","Cropland","Cropland",1,494,379,143,93.20000139,17.49166628,9.94,8.3,17.88,59.03,0.469097539,73.79459131,0.006356801,9.801019569,8.571428571,18,30,52,8.54,4.3,0,0.0371738547278986,-0.0687426376306024,-0.470389068173556,-0.342831244546723,-0.96524937636976,0.458931052723841,-0.771805129643266,-1.21161444788043,-0.475449406563717,-1.71429182326883,-1.35409852021437,-1.15067112468787,0.612212681232514,-0.904014163411211,1.00710362146746,-1.13346103634212,-0.319125640702043,1.61563326796344,1.61027499841523,-0.932831287012108,-2.35982261881935,-0.550512117694703,0.882014642248123
33982230,480,3398000,2230000,"SPAIN","B11","Common wheat","Cereals","Cropland","Cropland",1,426,702,132,44.20000066,22.80466616,48.99,57.36,85.55,81.58,0.80124929,325.9670642,0.002458068,11.93532255,46.15384615,32,61,7,8.15,12.9,0,0.162932651926782,0.969504490037,-0.158499290368318,0.64672363168814,-0.96524937636976,0.253181260927951,-0.236266396775615,-0.0609850446911856,1.09365487166431,-0.449838906619068,0.0389363594750925,0.0469089578061753,-1.15143859635336,-0.722719636933704,0.677121210604766,-0.402776544125828,-0.0737100692687866,1.28664698042531,0.0967686817788649,-0.878836071796087,-0.671518071557666,-0.334757698142993,-1.68461337013517
28602222,549,2860000,2222000,"PORTUGAL","E10","Grassland with sparse tree/shrub cover","Grassland with sparse tree/shrub cover","Grassland","Grassland",0,647,877,124,3.200000048,19.69133289,31.86,19.95,97.47,332.91,0.460723297,132.455621,0.003478322,2.284681131,40,10,17,73,7.32,34.1,0,0.118336437933123,0.361108217110775,-0.478252463350019,-0.908291173823788,-0.96524937636976,0.921868084264594,-0.471190301872231,-0.943951983341273,-1.1334608780787,-0.898235472997166,0.793676619368762,-0.866288573504507,1.43524994410592,-0.735222707725256,0.437134002704625,-0.274067232064084,-1.18340147654576,0.586496676177493,-1.16963456279017,-0.277034854933881,-0.947965599616617,0.197102033775175,2.08580533349442
34002136,11,3400000,2136000,"SPAIN","B16","Maize","Cereals","Cropland","Cropland",1,220,319,158,73.10000109,19.3293329,91.46,74.62,108.34,207.44,1.469026549,570.2216978,0.002576238,15.71357534,57.14285714,29,31,41,7.99,17.2,0,0.235625023874042,0.290367494671082,0.468542115572969,0.43467615820924,-0.96524937636976,-0.370119578924304,0.346174832030765,1.05351631251274,-0.424833139524104,0.281052957602087,-1.61286660932077,0.468234522907014,0.181097924489301,-0.869630718734442,1.45707963628022,-0.156695569135295,0.360737183877389,1.15167824707633,0.989428529737172,-0.577468542435178,-0.177861771099433,-0.226880488367138,0.194603436506474
34022174,47,3402000,2174000,"SPAIN","B11","Common wheat","Cereals","Cropland","Cropland",1,383,488,143,75.60000113,18.08266626,92.1,116.57,167.6,257.39,1.856125074,501.0114124,0.003704756,16.09099967,70.96774194,32,28,40,7.95,14.9,1,0.287096207211413,0.0467484306068413,0.832026795655192,0.64672363168814,0.555662845744016,0.123074774939373,0.354951907294153,0.737718999381356,-0.576681940642945,0.798574509525224,-0.884003158337738,1.49225581236125,0.141905673876282,-0.810241132474569,1.00710362146746,0.483179752406564,0.404135805555913,1.11793606373909,1.06664823985474,-0.457864950415653,0.443189703945936,-0.284582251735619,0.155363840673925
34041890,112,3404000,1890000,"SPAIN","B77","Other citrus fruit","Permanent crops: fruit trees","Cropland","Cropland",1,190,467,172,16.20000024,14.26466635,62.87,87.72,294.68,642.41,1.296875,627.59375,0.002066424,12.47322458,56.66666667,24,52,24,7.88,23,0,0.284039441749355,-0.699351236158569,0.306892182357842,0.0812637024110751,-0.96524937636976,-0.46089154589308,-0.0459135770008903,1.31529734446314,0.638108468307785,0.767839991621869,-0.974571989524978,0.78801232724195,-0.485170335932028,-1.25410014557467,1.87705725010547,1.85535923032657,-0.0118587129980348,1.05888724289891,-0.768092070673025,0.464052466988899,-0.199253543839271,-0.0813716937857524,-0.703850219593002
34082784,102,3408000,2784000,"FRANCE","E20","Grassland without tree/shrub cover","Grassland without tree/shrub cover","Grassland","Grassland",0,44,781,121,39.30000059,20.16666622,125.48,88.39,172.61,948.54,1.516611296,213.9341085,0.007089151,20.13266998,89.28571429,21,41,37,4.73,39,1,0.293591604345886,0.453996128969183,0.51322409037535,-0.130783771067824,0.555662845744016,-0.902648451807785,0.812731239000228,-0.572176498212162,0.081329530872034,0.863883052819369,0.379647676798521,0.80436737524992,0.0243289220372236,0.143118015381286,0.347138799742072,0.537276535412381,0.868872460802835,-1.59830969490907,-0.0545819497921081,1.19707043745811,1.26608290793182,0.320031877473243,0.0621786539511123
34082784,601,3408000,2784000,"FRANCE","E20","Grassland without tree/shrub cover","Grassland without tree/shrub cover","Grassland","Grassland",0,44,781,121,39.30000059,20.16666622,101.27,49.06,161.29,833.78,1.167349119,302.6537297,0.003857045,6.63231383,25.80645161,21,41,37,4.73,39,0,0.177057126789626,0.453996128969183,0.18526765945982,-0.130783771067824,-0.96524937636976,-0.902648451807785,0.480710938802383,-0.167360684564407,0.081329530872034,-0.307823128524238,0.379647676798521,-0.155698353337333,0.0243289220372236,0.143118015381286,0.347138799742072,0.41504587999804,-0.683483342754338,-1.59830969490907,-0.0545819497921081,0.922281484101541,-1.58557844712022,0.320031877473243,0.0621786539511123
34202866,427,3420000,2866000,"FRANCE","B16","Maize","Cereals","Cropland","Cropland",1,91,713,114,22.20000033,19.97999955,29.77,43.21,84.33,281,0.666607175,248.2445119,0.002685285,7.235099338,50,16,76,8,6.92,11.7,0,0.154978563473804,0.41751840671507,-0.284927945957664,-0.48419622686599,-0.96524937636976,-0.760439036890037,-0.499852938279232,-0.415622697811651,1.85289887725852,-0.529813990411834,0.086377175811266,-0.298499891914385,-1.11224634574034,0.271274490994696,0.137149992829448,-0.415949812642215,-0.614171276372744,0.249074842805051,-0.582764766576191,-0.401331600914533,-0.498738366240055,-0.364862965987418,-1.56306427985993
34262824,717,3426000,2824000,"FRANCE","E20","Grassland without tree/shrub cover","Grassland without tree/shrub cover","Grassland","Grassland",0,59,775,118,49.70000074,18.66233292,108.07,55.91,151.34,799.84,1.384138065,490.9076336,0.002819549,13.70481928,81.25,30,50,21,5.13,22.9,1,0.279894472634973,0.160024782638243,0.388832012184162,0.505358649368874,0.555662845744016,-0.857262468323397,0.573967363475879,0.691616802589752,0.536875934228558,0.726164034131478,0.35377086788788,0.0115137046545984,-0.602747087771086,0.205633369339047,0.257143596779519,0.307608157261936,0.129757786517443,-1.26088786153663,0.266652043790409,0.841013297652239,0.905096738061701,-0.0838804661061212,-0.924646279832887
34262824,113,3426000,2824000,"FRANCE","E20","Grassland without tree/shrub cover","Grassland without tree/shrub cover","Grassland","Grassland",0,59,775,118,49.70000074,18.66233292,79.26,56.44,117.43,710.72,1.533915516,451.3644733,0.003398397,18.28742117,93.5483871,30,50,21,5.13,22.9,1,0.283709612611482,0.160024782638243,0.529472715633667,0.505358649368874,0.555662845744016,-0.857262468323397,0.178861834822434,0.511186629483376,0.536875934228558,0.764523695468686,0.35377086788788,0.0244512799444851,-0.602747087771086,0.205633369339047,0.257143596779519,-0.0585439209271364,0.656694154735667,-1.26088786153663,0.266652043790409,0.627618460399385,1.4575737792544,-0.0838804661061212,-0.924646279832887
28642186,622,2864000,2186000,"PORTUGAL","B82","Vineyards","Other permanent crops","Cropland","Cropland",1,562,957,132,2.70000004,23.97599946,31.18,16.72,53.51,271.3,0.383207934,99.41643867,0.003854573,2.533333333,32.25806452,5,60,35,5.62,19.1,0,0.0921338206891185,1.19840218658022,-0.551039222022149,-1.26170362962195,-0.96524937636976,0.664680844519731,-0.480515944339581,-1.09470537133224,1.0430386046247,-1.16169199879108,1.1387007381773,-0.945134551214571,-0.0540555791888152,-0.791486526287241,0.677121210604766,-0.748736809097161,-1.15480988351272,-0.847546115655386,-1.18507850481368,-0.424557924089495,-1.29575442528264,-0.179213814280132,-0.0123962391013392
34282836,699,3428000,2836000,"FRANCE","B11","Common wheat","Cereals","Cropland","Cropland",1,122,814,113,46.20000069,18.27233292,53.66,52.37,142.07,537.1,0.571756602,350.6456181,0.001630582,13.16051844,69.23076923,19,74,7,5.99,30.7,1,0.216650952877292,0.0838124000039775,-0.373992429431272,-0.27214875338709,0.555662845744016,-0.66664133768897,-0.172221175713082,0.0516199094503282,1.75166634317929,0.0902764875105526,0.521970125807041,-0.0748995340740788,-1.15143859635336,0.224387975526375,0.107151591841931,0.207512912059556,0.0671706548546208,-0.535430919785877,0.158544449811143,0.211891220230618,0.365160159449547,0.111803774882639,-1.63115720349207
34382156,41,3438000,2156000,"SPAIN","E30","Spontaneously re-vegetated surfaces","Spontaneously re-vegetated surfaces","Grassland","Grassland",0,409,445,143,77.90000116,17.8259996,102.37,44.91,85.36,116.76,1.092528068,368.9638663,0.002961071,13.82819016,41.93548387,30,43,28,8.11,21.9,0,0.168165966924765,-0.00340843529413024,0.115010853944608,0.505358649368874,-0.96524937636976,0.201743812978979,0.495796536911331,0.135203635906597,0.182562064951261,-0.397220079464721,-1.06945362219733,-0.257002008909088,-0.328401333479951,-0.838373041755562,1.00710362146746,-0.404828118730839,0.143943745719561,1.25290479708807,1.13769037295286,-0.794598747126479,-0.861018393200111,-0.108968189309808,-0.534348083600656
34442320,448,3444000,2320000,"FRANCE","E20","Grassland without tree/shrub cover","Grassland without tree/shrub cover","Grassland","Grassland",0,167,1241,139,118.6000018,23.00133282,157.05,81.21,322.96,550.9,1.358342189,401.9869642,0.00337907,21.85683441,91.66666667,32,38,30,5.74,23,1,0.324769513202748,1.00793637399424,0.364609740256619,0.64672363168814,0.555662845744016,-0.530483387235807,1.24568790472703,0.285883632786001,-0.0705192702468073,1.17736408688773,2.3635363599476,0.629099845851077,-0.250016832253912,-0.582060090528742,0.887110017517389,2.16071991364084,1.06712772380916,-0.746319565643654,2.39482725332091,0.244934855263039,1.3730417729787,-0.0813716937857524,-0.402205011086406
